time (us),GPS_fixType,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed (m/s),GPS_ground_course,GPS_hdop,GPS_eph,GPS_epv,GPS_velned[0],GPS_velned[1],GPS_velned[2],GPS_home_lat,GPS_home_lon
178043544,2,8,39.2993843,-0.615472,231,12.52,271.5,184,100,144,33,-1252,-79,39.2992951,-0.6147698
178219447,2,9,39.2993872,-0.6154987,231,12.04,278.7,160,99,142,182,-1190,-195,39.2992951,-0.6147698
178419766,2,7,39.2993884,-0.6155279,231,12.62,274.2,218,99,141,94,-1259,-120,39.2992951,-0.6147698
178640230,2,9,39.2993904,-0.6155574,231,12.64,276.1,170,98,140,135,-1257,-49,39.2992951,-0.6147698
178820424,2,10,39.2993934,-0.6155865,231,12.7,278.2,160,97,138,182,-1257,-20,39.2992951,-0.6147698
179022002,2,10,39.2993973,-0.6156156,231,12.81,280.9,165,96,137,244,-1257,-7,39.2992951,-0.6147698
179221863,2,10,39.2994019,-0.6156443,231,12.58,282.8,165,95,136,279,-1226,0,39.2992951,-0.6147698
179422621,2,10,39.2994071,-0.6156729,231,12.61,283.9,165,95,135,303,-1224,4,39.2992951,-0.6147698
179642715,2,10,39.2994127,-0.6157015,231,12.64,285.1,184,94,135,329,-1220,6,39.2992951,-0.6147698
179823205,2,9,39.299419,-0.6157303,231,12.8,286.6,184,94,134,366,-1226,1,39.2992951,-0.6147698
180022776,2,9,39.2994252,-0.6157591,231,12.84,286.3,160,93,133,360,-1232,-8,39.2992951,-0.6147698
180223719,2,9,39.2994316,-0.6157882,231,12.95,286.3,160,93,132,364,-1243,-4,39.2992951,-0.6147698
180424074,2,9,39.2994381,-0.6158169,231,12.94,286.8,160,92,131,375,-1238,-28,39.2992951,-0.6147698
180644158,2,9,39.2994443,-0.6158457,231,13.05,285.4,160,92,131,348,-1258,-46,39.2992951,-0.6147698
180824547,2,9,39.2994504,-0.6158748,231,13.17,285.1,184,91,130,345,-1271,-72,39.2992951,-0.6147698
181024509,2,8,39.2994557,-0.6159044,231,13.19,283.5,184,91,130,308,-1282,-96,39.2992951,-0.6147698
181225227,2,7,39.2994605,-0.6159337,232,13.05,282.6,189,90,130,285,-1274,-146,39.2992951,-0.6147698
181425288,2,8,39.2994642,-0.6159632,232,13.0,280.2,189,90,129,231,-1280,-180,39.2992951,-0.6147698
181626218,2,8,39.2994679,-0.615992,233,12.72,280.0,189,89,129,223,-1252,-196,39.2992951,-0.6147698
181826297,2,8,39.2994712,-0.6160207,233,12.66,278.7,165,89,128,193,-1251,-212,39.2992951,-0.6147698
182027195,2,8,39.2994735,-0.6160496,234,12.62,277.0,165,88,128,154,-1252,-249,39.2992951,-0.6147698
182200607,2,8,39.2994735,-0.6160496,234,12.62,277.0,165,88,128,154,-1252,-249,39.2992951,-0.6147698
182207646,2,8,39.2994759,-0.6160776,234,12.33,277.1,165,88,127,152,-1223,-250,39.2992951,-0.6147698
182408086,2,8,39.2994788,-0.6161043,235,11.88,278.5,165,87,127,176,-1175,-278,39.2992951,-0.6147698
182627518,2,8,39.2994815,-0.6161311,236,11.85,277.7,165,87,127,160,-1175,-271,39.2992951,-0.6147698
182807984,2,8,39.299484,-0.616157,236,11.46,278.0,165,86,126,160,-1135,-296,39.2992951,-0.6147698
183008452,2,8,39.2994857,-0.6161835,237,11.61,275.5,165,86,126,113,-1155,-266,39.2992951,-0.6147698
183208761,2,8,39.2994877,-0.6162087,237,11.12,276.5,165,86,125,127,-1104,-281,39.2992951,-0.6147698
183408620,2,8,39.2994898,-0.6162341,238,11.24,276.4,165,85,125,126,-1117,-253,39.2992951,-0.6147698
183630485,2,8,39.299492,-0.6162612,238,11.82,276.0,165,85,125,124,-1176,-192,39.2992951,-0.6147698
183810796,2,8,39.2994954,-0.616287,238,11.55,279.4,165,85,124,190,-1139,-171,39.2992951,-0.6147698
184010231,2,8,39.2994985,-0.6163131,238,11.64,278.3,165,85,124,170,-1151,-171,39.2992951,-0.6147698
184211187,2,8,39.2995022,-0.6163396,239,11.73,279.3,165,84,123,190,-1157,-153,39.2992951,-0.6147698
184410873,2,8,39.2995064,-0.6163652,239,11.49,280.9,165,84,123,218,-1128,-135,39.2992951,-0.6147698
184631435,2,8,39.2995104,-0.61639,240,11.28,282.1,165,84,123,237,-1103,-209,39.2992951,-0.6147698
184811047,2,9,39.2995145,-0.6164159,240,11.45,281.2,160,84,122,224,-1123,-183,39.2992951,-0.6147698
185011348,2,9,39.2995189,-0.6164416,240,11.47,281.6,160,84,122,232,-1123,-167,39.2992951,-0.6147698
185211708,2,9,39.2995234,-0.6164673,241,11.56,281.7,160,84,122,234,-1132,-175,39.2992951,-0.6147698
185412343,2,9,39.2995282,-0.6164926,241,11.4,282.6,160,84,121,249,-1112,-164,39.2992951,-0.6147698
185633343,2,9,39.2995332,-0.6165175,241,11.37,282.7,160,83,121,251,-1109,-164,39.2992951,-0.6147698
185813727,2,9,39.2995381,-0.6165424,242,11.34,282.9,160,83,121,253,-1105,-173,39.2992951,-0.6147698
186014568,2,9,39.2995431,-0.6165664,243,11.02,284.1,160,83,120,268,-1069,-214,39.2992951,-0.6147698
186213442,2,9,39.2995478,-0.6165911,243,11.02,282.7,160,83,120,243,-1075,-191,39.2992951,-0.6147698
186354936,2,9,39.2995478,-0.6165911,243,11.02,282.7,160,83,120,243,-1075,-191,39.2992951,-0.6147698
186414661,2,9,39.2995524,-0.6166164,243,11.35,281.9,160,83,120,234,-1110,-178,39.2992951,-0.6147698
186634809,2,9,39.2995569,-0.6166415,244,11.15,282.2,160,83,120,237,-1090,-145,39.2992951,-0.6147698
186814766,2,9,39.2995612,-0.6166664,244,11.26,281.5,160,83,119,225,-1104,-157,39.2992951,-0.6147698
186995520,2,9,39.2995654,-0.6166912,244,11.17,281.2,170,82,119,218,-1095,-140,39.2992951,-0.6147698
187195925,2,10,39.2995695,-0.6167161,245,11.22,280.9,155,82,119,212,-1102,-137,39.2992951,-0.6147698
187395837,2,9,39.2995733,-0.6167409,245,11.17,280.5,160,82,119,204,-1098,-142,39.2992951,-0.6147698
187636732,2,9,39.2995772,-0.6167655,246,11.12,280.9,160,82,119,210,-1091,-141,39.2992951,-0.6147698
187796066,2,9,39.2995806,-0.6167903,246,11.1,279.3,160,82,119,181,-1095,-146,39.2992951,-0.6147698
187997475,2,10,39.299584,-0.6168151,246,11.09,279.5,160,81,119,184,-1094,-135,39.2992951,-0.6147698
188197538,2,9,39.2995867,-0.6168401,247,11.17,278.0,160,81,119,156,-1106,-154,39.2992951,-0.6147698
188398126,2,9,39.2995899,-0.6168645,247,10.94,278.9,165,81,119,169,-1081,-131,39.2992951,-0.6147698
188618403,2,8,39.2995923,-0.6168892,247,11.08,277.2,165,81,119,139,-1099,-156,39.2992951,-0.6147698
188798984,2,9,39.2995944,-0.6169145,248,11.22,276.2,165,81,118,123,-1115,-161,39.2992951,-0.6147698
188999764,2,8,39.2995963,-0.6169392,248,10.83,275.9,165,80,119,111,-1077,-171,39.2992951,-0.6147698
189200560,2,8,39.2995981,-0.6169647,249,11.23,275.3,165,80,119,105,-1119,-199,39.2992951,-0.6147698
189400329,2,9,39.2996011,-0.6169893,249,10.84,278.5,174,81,119,162,-1072,-190,39.2992951,-0.6147698
189620921,2,9,39.299606,-0.6170152,249,11.36,282.7,160,81,119,249,-1109,-157,39.2992951,-0.6147698
189801870,2,10,39.2996114,-0.6170409,250,11.52,284.7,160,81,119,294,-1113,-132,39.2992951,-0.6147698
190001536,2,9,39.2996179,-0.6170643,250,10.97,289.9,189,81,119,373,-1031,-119,39.2992951,-0.6147698
190201629,2,9,39.2996261,-0.6170883,250,11.24,294.7,147,80,118,471,-1020,-60,39.2992951,-0.6147698
190402331,2,8,39.2996358,-0.6171113,250,11.26,298.8,158,80,118,543,-986,-34,39.2992951,-0.6147698
190512523,2,8,39.2996358,-0.6171113,250,11.26,298.8,158,80,118,543,-986,-34,39.2992951,-0.6147698
190623035,2,9,39.2996467,-0.6171341,249,11.51,301.6,147,80,118,603,-980,40,39.2992951,-0.6147698
190803365,2,8,39.2996603,-0.6171568,249,11.97,307.7,160,80,117,733,-946,152,39.2992951,-0.6147698
191003843,2,10,39.2996742,-0.6171796,248,12.13,310.6,147,80,117,790,-920,255,39.2992951,-0.6147698
191203777,2,9,39.2996907,-0.6171983,248,12.18,320.0,169,80,117,934,-781,185,39.2992951,-0.6147698
191383870,2,10,39.2997101,-0.6172136,248,12.44,329.0,141,80,116,1067,-639,148,39.2992951,-0.6147698
191624752,2,10,39.2997318,-0.6172256,247,12.93,337.9,141,80,115,1198,-486,92,39.2992951,-0.6147698
191785198,2,9,39.2997531,-0.6172326,247,12.42,347.6,155,80,115,1213,-265,54,39.2992951,-0.6147698
191985665,2,10,39.2997747,-0.617236,247,12.41,355.4,141,79,114,1237,-98,19,39.2992951,-0.6147698
192185318,2,10,39.299796,-0.6172352,247,12.19,3.7,141,79,113,1217,79,-26,39.2992951,-0.6147698
192385953,2,9,39.2998178,-0.6172308,247,12.52,11.1,160,79,113,1228,243,-22,39.2992951,-0.6147698
192606754,2,8,39.2998388,-0.6172244,247,12.34,16.0,170,78,112,1186,341,-44,39.2992951,-0.6147698
192786144,2,8,39.2998573,-0.6172145,247,11.58,24.5,170,78,111,1053,480,-103,39.2992951,-0.6147698
192986770,2,9,39.2998746,-0.6172027,248,11.35,30.2,170,78,110,981,571,-152,39.2992951,-0.6147698
193186548,2,8,39.2998907,-0.617189,248,10.94,35.3,165,78,110,892,632,-151,39.2992951,-0.6147698
193387564,2,10,39.2999055,-0.6171737,248,10.84,40.1,160,78,109,828,699,-161,39.2992951,-0.6147698
193607888,2,10,39.2999178,-0.6171609,248,9.83,41.9,159,77,108,731,657,-228,39.2992951,-0.6147698
193787419,2,9,39.2999299,-0.6171461,249,9.88,45.3,159,77,108,695,703,-198,39.2992951,-0.6147698
193988393,2,10,39.2999412,-0.6171308,249,9.86,47.7,159,78,109,663,729,-177,39.2992951,-0.6147698
194188208,2,8,39.2999528,-0.6171151,249,9.94,48.0,165,82,114,663,739,-153,39.2992951,-0.6147698
194388774,2,8,39.2999637,-0.6170988,249,9.87,49.9,165,83,115,634,756,-144,39.2992951,-0.6147698
194609129,2,9,39.2999751,-0.6170827,249,9.9,49.6,165,83,115,641,754,-95,39.2992951,-0.6147698
194668923,2,9,39.2999751,-0.6170827,249,9.9,49.6,165,83,115,641,754,-95,39.2992951,-0.6147698
194790302,2,8,39.2999864,-0.6170665,249,9.85,49.8,165,84,116,634,753,-78,39.2992951,-0.6147698
194989853,2,9,39.2999977,-0.6170502,249,9.83,50.4,165,84,116,626,758,-50,39.2992951,-0.6147698
195189946,2,9,39.3000095,-0.6170337,249,10.03,48.7,165,83,114,661,754,-29,39.2992951,-0.6147698
195390291,2,8,39.300022,-0.6170171,249,10.03,47.7,170,82,113,674,743,-18,39.2992951,-0.6147698
195590039,2,8,39.300035,-0.6170006,249,10.21,45.9,170,81,111,710,733,-20,39.2992951,-0.6147698
195770852,2,9,39.3000486,-0.6169846,248,10.37,43.8,170,80,110,747,719,-2,39.2992951,-0.6147698
195970801,2,9,39.3000625,-0.6169691,248,10.42,41.7,165,78,108,777,694,5,39.2992951,-0.6147698
196171115,2,9,39.3000776,-0.616954,248,10.9,39.5,159,77,106,840,694,6,39.2992951,-0.6147698
196370884,2,9,39.300093,-0.6169401,248,10.73,36.8,159,78,106,859,643,42,39.2992951,-0.6147698
196591785,2,9,39.3001091,-0.616927,247,10.9,34.1,159,78,106,902,611,32,39.2992951,-0.6147698
196771870,2,9,39.300126,-0.6169148,247,10.95,30.8,165,77,106,940,562,23,39.2992951,-0.6147698
196971889,2,8,39.3001436,-0.616903,247,11.12,29.2,189,75,103,970,542,29,39.2992951,-0.6147698
197172430,2,8,39.300162,-0.6168914,247,11.35,27.3,179,74,101,1008,521,18,39.2992951,-0.6147698
197373154,2,8,39.300181,-0.6168806,247,11.46,25.3,165,72,98,1035,491,20,39.2992951,-0.6147698
197593202,2,8,39.3002001,-0.6168704,247,11.46,23.8,165,71,97,1048,463,22,39.2992951,-0.6147698
197773492,2,8,39.3002191,-0.6168605,247,11.42,23.5,165,71,97,1048,455,-2,39.2992951,-0.6147698
197973538,2,9,39.3002387,-0.6168513,246,11.5,21.4,165,71,96,1070,421,10,39.2992951,-0.6147698
198174667,2,9,39.3002583,-0.6168422,246,11.53,21.1,165,71,96,1075,415,-9,39.2992951,-0.6147698
198373960,2,9,39.3002778,-0.6168336,246,11.43,20.8,165,71,95,1068,407,-11,39.2992951,-0.6147698
198594004,2,8,39.3002975,-0.6168248,246,11.44,21.1,179,70,95,1067,412,-16,39.2992951,-0.6147698
198774713,2,8,39.300317,-0.6168159,246,11.42,21.0,189,70,95,1066,410,-25,39.2992951,-0.6147698
198824288,2,8,39.300317,-0.6168159,246,11.42,21.0,189,70,95,1066,410,-25,39.2992951,-0.6147698
198975005,2,7,39.3003362,-0.6168064,246,11.33,22.3,189,70,94,1048,430,-30,39.2992951,-0.6147698
199175202,2,8,39.3003554,-0.6167965,246,11.39,23.0,189,70,94,1048,446,-8,39.2992951,-0.6147698
199375086,2,9,39.3003743,-0.6167865,246,11.27,23.8,189,69,93,1031,455,-3,39.2992951,-0.6147698
199595205,2,8,39.300393,-0.6167761,246,11.29,25.1,189,69,93,1022,479,18,39.2992951,-0.6147698
199776194,2,8,39.3004114,-0.6167645,246,11.35,27.2,189,69,92,1010,519,10,39.2992951,-0.6147698
199977192,2,8,39.3004296,-0.6167522,246,11.36,29.0,189,69,92,993,551,29,39.2992951,-0.6147698
200156612,2,8,39.3004474,-0.6167394,246,11.3,30.6,189,68,91,973,575,51,39.2992951,-0.6147698
200377307,2,8,39.3004649,-0.6167258,245,11.31,32.1,189,68,91,958,601,58,39.2992951,-0.6147698
200577536,2,8,39.3004821,-0.6167117,245,11.27,34.4,183,68,90,930,637,67,39.2992951,-0.6147698
200758164,2,8,39.3004989,-0.6166966,245,11.37,36.7,183,68,90,911,680,71,39.2992951,-0.6147698
200958579,2,8,39.3005154,-0.6166804,245,11.51,39.2,183,68,90,892,728,63,39.2992951,-0.6147698
201159624,2,7,39.3005315,-0.6166639,245,11.54,40.4,189,70,92,878,749,61,39.2992951,-0.6147698
201359395,2,7,39.3005473,-0.6166465,245,11.62,42.1,189,71,94,862,779,33,39.2992951,-0.6147698
201579102,2,7,39.3005624,-0.6166285,245,11.52,44.2,189,72,95,825,804,12,39.2992951,-0.6147698
201760036,2,7,39.3005774,-0.6166104,244,11.47,44.8,189,72,94,813,809,-1,39.2992951,-0.6147698
201960314,2,7,39.3005916,-0.6165933,245,10.91,44.7,189,73,95,775,768,-34,39.2992951,-0.6147698
202160948,2,7,39.300606,-0.616576,245,11.05,44.7,189,74,96,785,777,-50,39.2992951,-0.6147698
202361267,2,7,39.3006209,-0.6165576,245,11.44,45.5,189,74,97,801,816,-38,39.2992951,-0.6147698
202581249,2,7,39.300635,-0.6165392,245,11.2,46.8,189,75,97,766,817,-59,39.2992951,-0.6147698
202761783,2,7,39.300649,-0.6165204,245,11.26,47.6,189,74,96,759,832,-55,39.2992951,-0.6147698
202961906,2,7,39.3006631,-0.616502,245,11.18,46.9,189,74,95,763,818,-39,39.2992951,-0.6147698
202977106,2,7,39.3006631,-0.616502,245,11.18,46.9,189,74,95,763,818,-39,39.2992951,-0.6147698
203162479,2,7,39.3006772,-0.6164834,245,11.25,47.0,189,72,93,767,823,-4,39.2992951,-0.6147698
203362907,2,7,39.3006915,-0.6164649,245,11.24,46.6,189,71,91,771,818,8,39.2992951,-0.6147698
203583257,2,7,39.3007062,-0.6164464,244,11.4,45.4,189,69,88,799,812,34,39.2992951,-0.6147698
203763951,2,8,39.3007212,-0.6164279,244,11.51,45.0,165,67,86,813,815,50,39.2992951,-0.6147698
203964246,2,8,39.3007364,-0.6164095,244,11.56,44.1,165,67,86,829,805,47,39.2992951,-0.6147698
204163904,2,8,39.3007519,-0.616391,244,11.75,43.4,165,67,86,853,808,40,39.2992951,-0.6147698
204364705,2,8,39.3007676,-0.6163726,244,11.79,43.0,165,68,86,862,804,38,39.2992951,-0.6147698
204585504,2,8,39.3007838,-0.6163543,244,12.05,41.7,165,68,86,899,802,31,39.2992951,-0.6147698
204764790,2,8,39.3008003,-0.6163356,244,12.13,41.8,170,68,86,904,808,33,39.2992951,-0.6147698
204965107,2,8,39.3008172,-0.6163175,244,12.29,40.2,165,68,86,938,793,11,39.2992951,-0.6147698
205165631,2,8,39.3008342,-0.6162997,244,12.26,39.5,165,68,86,945,781,0,39.2992951,-0.6147698
205364918,2,8,39.3008513,-0.6162825,244,12.21,38.6,165,68,85,954,762,-28,39.2992951,-0.6147698
205585160,2,8,39.3008687,-0.6162654,244,12.21,37.9,165,68,85,963,751,-44,39.2992951,-0.6147698
205745572,2,8,39.3008863,-0.6162487,244,12.2,37.0,165,68,85,974,734,-72,39.2992951,-0.6147698
205945856,2,8,39.3009046,-0.6162321,244,12.37,35.9,165,68,85,1001,726,-61,39.2992951,-0.6147698
206146599,2,8,39.300922,-0.616216,244,11.92,36.0,165,68,84,963,701,-80,39.2992951,-0.6147698
206346228,2,8,39.3009402,-0.6161996,244,12.27,35.3,165,67,84,1000,711,-81,39.2992951,-0.6147698
206566504,2,8,39.3009581,-0.6161837,244,12.02,35.2,165,67,84,981,693,-84,39.2992951,-0.6147698
206747540,2,7,39.3009757,-0.6161679,245,11.94,35.4,171,67,84,972,692,-90,39.2992951,-0.6147698
206948211,2,7,39.3009937,-0.6161522,245,12.06,34.5,171,67,84,993,684,-74,39.2992951,-0.6147698
207130343,2,7,39.3009937,-0.6161522,245,12.06,34.5,171,67,84,993,684,-74,39.2992951,-0.6147698
207148582,2,7,39.3010115,-0.6161365,245,11.99,35.1,171,67,83,980,690,-58,39.2992951,-0.6147698
207349383,2,8,39.3010289,-0.616121,245,11.82,35.4,171,67,83,963,685,-47,39.2992951,-0.6147698
207570071,2,8,39.3010466,-0.6161056,245,11.93,35.0,165,67,83,977,684,-74,39.2992951,-0.6147698
207749893,2,8,39.3010644,-0.6160899,245,11.96,35.4,165,67,83,974,693,-88,39.2992951,-0.6147698
207950592,2,9,39.3010822,-0.6160739,245,12.0,36.1,165,67,82,970,707,-97,39.2992951,-0.6147698
208150616,2,9,39.3010997,-0.6160574,245,11.98,36.9,165,67,82,957,721,-85,39.2992951,-0.6147698
208351046,2,9,39.3011178,-0.6160409,245,12.19,36.5,159,66,82,979,726,-60,39.2992951,-0.6147698
208570571,2,9,39.3011352,-0.6160237,245,12.09,38.3,159,66,82,949,750,-56,39.2992951,-0.6147698
208751115,2,9,39.3011523,-0.6160061,246,12.1,39.5,159,66,82,933,770,-51,39.2992951,-0.6147698
208952047,2,9,39.3011694,-0.6159881,246,12.2,40.2,159,67,82,931,788,-34,39.2992951,-0.6147698
209152026,2,9,39.3011863,-0.61597,246,12.23,40.7,159,67,82,927,798,-29,39.2992951,-0.6147698
209352953,2,9,39.3012025,-0.6159512,246,12.14,42.8,159,67,82,890,825,-37,39.2992951,-0.6147698
209573148,2,9,39.3012192,-0.6159311,246,12.57,43.9,159,68,82,905,873,-25,39.2992951,-0.6147698
209753350,2,9,39.3012352,-0.6159116,246,12.36,44.6,159,68,82,879,869,-24,39.2992951,-0.6147698
209933628,2,9,39.3012512,-0.6158921,246,12.37,44.4,159,68,82,882,867,-8,39.2992951,-0.6147698
210134607,2,9,39.301267,-0.6158725,246,12.24,45.0,159,68,82,865,866,-14,39.2992951,-0.6147698
210334259,2,9,39.3012833,-0.6158523,246,12.54,44.6,159,69,83,891,882,-7,39.2992951,-0.6147698
210574489,2,9,39.3012997,-0.6158317,246,12.44,45.0,159,69,83,880,880,19,39.2992951,-0.6147698
210734871,2,9,39.3013161,-0.615811,245,12.66,44.9,159,69,83,896,895,24,39.2992951,-0.6147698
210935099,2,9,39.3013329,-0.6157902,245,12.74,44.6,159,70,83,906,894,49,39.2992951,-0.6147698
211136108,2,9,39.3013497,-0.6157699,245,12.72,43.7,159,70,84,918,880,61,39.2992951,-0.6147698
211286188,2,9,39.3013497,-0.6157699,245,12.72,43.7,159,70,84,918,880,61,39.2992951,-0.6147698
211335832,2,8,39.3013671,-0.6157499,245,12.98,42.7,165,70,84,953,881,48,39.2992951,-0.6147698
211556964,2,8,39.3013842,-0.6157299,245,12.82,42.9,165,70,84,939,873,55,39.2992951,-0.6147698
211737647,2,8,39.3014017,-0.6157097,245,12.99,42.6,165,71,84,956,879,52,39.2992951,-0.6147698
211937578,2,8,39.3014196,-0.6156892,245,13.1,42.5,165,71,84,964,886,64,39.2992951,-0.6147698
212137746,2,8,39.3014374,-0.6156693,244,13.18,41.8,165,71,84,982,879,61,39.2992951,-0.6147698
212338716,2,8,39.3014552,-0.61565,244,13.01,41.0,165,70,84,981,854,64,39.2992951,-0.6147698
212558450,2,8,39.3014735,-0.6156305,244,13.22,40.5,165,70,83,1005,859,66,39.2992951,-0.6147698
212739249,2,8,39.3014918,-0.6156113,244,13.12,39.8,165,70,83,1007,841,67,39.2992951,-0.6147698
212939017,2,8,39.3015106,-0.6155922,244,13.3,39.0,165,70,83,1032,838,69,39.2992951,-0.6147698
213139707,2,8,39.3015297,-0.6155732,244,13.3,38.2,165,70,83,1044,824,69,39.2992951,-0.6147698
213320446,2,8,39.3015489,-0.6155546,244,13.31,37.7,165,70,83,1052,815,67,39.2992951,-0.6147698
213540340,2,8,39.3015683,-0.6155356,243,13.42,37.7,165,70,83,1060,822,50,39.2992951,-0.6147698
213721140,2,8,39.3015875,-0.6155169,243,13.32,37.6,165,70,83,1055,813,22,39.2992951,-0.6147698
213921332,2,8,39.3016068,-0.6154983,243,13.31,37.0,165,70,83,1062,802,12,39.2992951,-0.6147698
214120984,2,8,39.3016262,-0.6154796,243,13.32,37.1,165,69,83,1061,805,-12,39.2992951,-0.6147698
214321811,2,8,39.3016452,-0.6154608,243,13.2,37.8,165,69,83,1043,809,-25,39.2992951,-0.6147698
214541884,2,8,39.3016644,-0.615442,243,13.23,37.6,165,69,82,1048,807,-33,39.2992951,-0.6147698
214722374,2,8,39.3016828,-0.6154236,244,12.97,37.8,165,69,82,1023,796,-48,39.2992951,-0.6147698
214922152,2,9,39.3017013,-0.6154048,244,13.06,38.7,159,69,82,1019,817,-50,39.2992951,-0.6147698
215122337,2,9,39.3017187,-0.615387,244,12.4,38.4,159,69,82,972,771,-73,39.2992951,-0.6147698
215323426,2,9,39.3017365,-0.6153687,244,12.7,38.8,159,69,82,988,797,-96,39.2992951,-0.6147698
215442879,2,9,39.3017365,-0.6153687,244,12.7,38.8,159,69,82,988,797,-96,39.2992951,-0.6147698
215544059,2,9,39.3017541,-0.6153505,244,12.62,39.4,159,69,82,974,802,-80,39.2992951,-0.6147698
215724304,2,9,39.301771,-0.6153322,245,12.36,40.0,148,69,82,946,795,-68,39.2992951,-0.6147698
215923929,2,10,39.3017882,-0.6153136,245,12.43,40.5,145,69,81,945,807,-67,39.2992951,-0.6147698
216124290,2,10,39.3018049,-0.6152956,245,12.2,40.7,145,69,81,924,796,-54,39.2992951,-0.6147698
216324834,2,10,39.3018213,-0.6152767,245,12.29,42.1,145,69,81,910,825,-46,39.2992951,-0.6147698
216545111,2,10,39.3018378,-0.615258,245,12.22,42.0,151,69,81,907,819,-31,39.2992951,-0.6147698
216724842,2,9,39.3018539,-0.6152403,245,12.0,41.4,151,70,81,900,794,-25,39.2992951,-0.6147698
216925809,2,9,39.3018699,-0.6152207,245,12.21,43.2,154,70,81,889,836,-13,39.2992951,-0.6147698
217125945,2,9,39.3018855,-0.6152009,245,12.12,43.9,154,70,81,872,842,-9,39.2992951,-0.6147698
217326725,2,9,39.3019011,-0.6151803,245,12.34,45.4,148,70,80,866,879,15,39.2992951,-0.6147698
217547462,2,10,39.3019167,-0.6151597,245,12.54,45.8,148,70,80,873,900,8,39.2992951,-0.6147698
217727383,2,10,39.3019323,-0.615139,245,12.69,45.8,148,70,80,883,911,35,39.2992951,-0.6147698
217928059,2,10,39.3019478,-0.6151181,245,12.76,46.5,148,69,80,877,926,33,39.2992951,-0.6147698
218128081,2,9,39.3019632,-0.6150981,245,12.57,45.5,148,69,80,880,898,4,39.2992951,-0.6147698
218328207,2,10,39.3019787,-0.6150787,245,12.33,44.8,145,69,79,874,869,-21,39.2992951,-0.6147698
218548210,2,9,39.3019948,-0.6150582,245,12.59,44.8,151,69,79,893,887,-10,39.2992951,-0.6147698
218708577,2,9,39.3020111,-0.6150374,246,12.8,44.5,151,69,79,912,898,-15,39.2992951,-0.6147698
218909379,2,9,39.3020276,-0.6150169,246,12.79,43.9,151,70,79,922,887,-21,39.2992951,-0.6147698
219110033,2,10,39.3020439,-0.614998,246,12.87,43.1,145,69,79,939,879,-24,39.2992951,-0.6147698
219309819,2,10,39.3020607,-0.6149791,246,12.98,42.3,145,69,79,960,874,-2,39.2992951,-0.6147698
219530287,2,10,39.3020774,-0.6149605,246,12.88,41.7,145,72,81,961,858,-25,39.2992951,-0.6147698
219598420,2,10,39.3020774,-0.6149605,246,12.88,41.7,145,72,81,961,858,-25,39.2992951,-0.6147698
219711185,2,10,39.3020946,-0.6149424,246,12.88,39.9,145,72,81,988,827,-24,39.2992951,-0.6147698
219911309,2,10,39.3021123,-0.614924,246,13.09,39.3,145,70,79,1012,831,-27,39.2992951,-0.6147698
220111679,2,10,39.3021301,-0.6149059,246,13.01,38.4,145,69,78,1018,809,-23,39.2992951,-0.6147698
220312416,2,10,39.3021482,-0.6148881,247,12.92,37.4,148,69,78,1026,785,-27,39.2992951,-0.6147698
220532335,2,9,39.3021666,-0.6148705,247,12.98,36.5,148,68,77,1043,773,-30,39.2992951,-0.6147698
220712781,2,9,39.3021853,-0.6148529,247,13.0,35.9,162,68,77,1053,762,-27,39.2992951,-0.6147698
220913841,2,9,39.3022042,-0.6148357,247,12.95,34.9,162,68,77,1061,742,-23,39.2992951,-0.6147698
221113304,2,9,39.3022231,-0.6148187,247,12.92,34.7,162,68,77,1062,736,-20,39.2992951,-0.6147698
221313671,2,10,39.302242,-0.6148018,247,12.95,34.5,145,68,76,1067,734,-14,39.2992951,-0.6147698
221534829,2,10,39.302261,-0.6147852,247,12.95,34.0,145,67,76,1073,725,-10,39.2992951,-0.6147698
221715302,2,10,39.30228,-0.6147683,247,12.94,34.3,145,67,76,1069,729,-7,39.2992951,-0.6147698
221915236,2,10,39.302299,-0.6147514,247,12.93,34.3,148,67,75,1067,729,-21,39.2992951,-0.6147698
222115412,2,10,39.3023181,-0.6147341,247,12.99,34.7,148,66,75,1067,741,-10,39.2992951,-0.6147698
222316118,2,10,39.3023369,-0.6147169,247,12.88,35.1,148,66,75,1053,741,-14,39.2992951,-0.6147698
222536846,2,10,39.3023556,-0.6146995,247,12.96,35.7,148,66,74,1052,756,-7,39.2992951,-0.6147698
222716580,2,10,39.3023741,-0.6146816,247,12.93,36.6,148,66,74,1037,772,0,39.2992951,-0.6147698
222896366,2,9,39.3023923,-0.6146636,247,12.82,37.3,148,65,74,1019,777,1,39.2992951,-0.6147698
223097286,2,9,39.3024105,-0.6146447,247,13.01,38.6,148,65,74,1015,813,1,39.2992951,-0.6147698
223297928,2,9,39.3024282,-0.614626,247,12.84,39.2,148,65,73,994,812,-1,39.2992951,-0.6147698
223518584,2,10,39.3024457,-0.6146067,247,12.79,40.4,145,65,73,973,830,4,39.2992951,-0.6147698
223698716,2,10,39.302463,-0.6145874,247,12.79,41.1,145,65,73,963,842,-3,39.2992951,-0.6147698
223752644,2,10,39.302463,-0.6145874,247,12.79,41.1,145,65,73,963,842,-3,39.2992951,-0.6147698
223899504,2,10,39.30248,-0.6145674,247,12.75,42.6,145,65,73,937,864,-10,39.2992951,-0.6147698
