time (us),GPS_fixType,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed (m/s),GPS_ground_course,GPS_hdop,GPS_eph,GPS_epv,GPS_velned[0],GPS_velned[1],GPS_velned[2],GPS_home_lat,GPS_home_lon
527709841,2,14,39.3021385,-0.6135308,334,13.35,274.2,142,48,68,98,-1331,-32,39.2992951,-0.6147698
527870814,2,15,39.30214,-0.6135618,334,13.37,273.9,142,48,68,92,-1334,-46,39.2992951,-0.6147698
528070552,2,15,39.3021414,-0.6135931,334,13.53,273.3,121,48,68,79,-1350,-46,39.2992951,-0.6147698
528271623,2,16,39.3021429,-0.6136244,335,13.59,273.3,121,48,68,78,-1357,-36,39.2992951,-0.6147698
528472314,2,16,39.3021442,-0.6136559,335,13.65,272.8,121,48,68,67,-1364,-37,39.2992951,-0.6147698
528692288,2,14,39.3021454,-0.6136876,335,13.7,272.8,125,48,68,68,-1368,-46,39.2992951,-0.6147698
528872661,2,15,39.3021469,-0.6137193,335,13.69,273.2,131,48,68,78,-1367,-60,39.2992951,-0.6147698
529072606,2,14,39.3021483,-0.6137508,335,13.62,273.4,121,48,68,82,-1360,-79,39.2992951,-0.6147698
529273429,2,14,39.3021502,-0.6137825,335,13.74,274.6,121,48,69,110,-1370,-105,39.2992951,-0.6147698
529473820,2,13,39.3021524,-0.6138144,336,13.85,275.0,126,49,69,121,-1380,-121,39.2992951,-0.6147698
529694057,2,13,39.3021547,-0.613846,336,13.8,275.8,151,49,69,139,-1373,-136,39.2992951,-0.6147698
529874383,2,13,39.3021569,-0.613878,336,13.86,275.1,151,49,69,124,-1380,-114,39.2992951,-0.6147698
530074875,2,14,39.3021591,-0.6139096,337,13.78,275.2,151,49,69,126,-1372,-113,39.2992951,-0.6147698
530275262,2,12,39.3021615,-0.6139416,337,13.92,275.6,151,50,69,136,-1386,-89,39.2992951,-0.6147698
530455286,2,12,39.3021636,-0.6139737,337,13.93,274.8,151,50,70,119,-1388,-47,39.2992951,-0.6147698
530695146,2,13,39.3021656,-0.6140058,337,13.94,274.8,142,50,70,118,-1389,-37,39.2992951,-0.6147698
530876040,2,15,39.3021676,-0.6140381,337,14.06,274.4,151,50,70,108,-1402,-33,39.2992951,-0.6147698
531075963,2,14,39.3021695,-0.6140705,337,14.07,274.3,142,50,70,106,-1403,-18,39.2992951,-0.6147698
531215303,2,14,39.3021695,-0.6140705,337,14.07,274.3,142,50,70,106,-1403,-18,39.2992951,-0.6147698
531276325,2,15,39.3021711,-0.6141029,337,14.1,273.9,142,50,70,97,-1406,-18,39.2992951,-0.6147698
531457019,2,14,39.3021728,-0.6141356,337,14.22,273.8,142,50,70,94,-1419,-23,39.2992951,-0.6147698
531697377,2,14,39.3021744,-0.6141685,337,14.24,273.9,142,50,70,97,-1421,-44,39.2992951,-0.6147698
531857208,2,14,39.3021761,-0.6142014,337,14.3,274.1,142,50,70,103,-1426,-31,39.2992951,-0.6147698
532057757,2,15,39.3021777,-0.6142345,337,14.35,273.9,133,49,70,99,-1432,-17,39.2992951,-0.6147698
532258479,2,15,39.3021793,-0.6142678,337,14.43,273.6,133,49,70,92,-1441,4,39.2992951,-0.6147698
532458268,2,16,39.3021806,-0.6143014,337,14.55,273.1,133,49,70,80,-1453,3,39.2992951,-0.6147698
532679247,2,14,39.302182,-0.6143351,337,14.6,273.1,142,49,70,79,-1458,0,39.2992951,-0.6147698
532859034,2,14,39.3021834,-0.6143689,338,14.65,273.2,142,49,70,82,-1463,-7,39.2992951,-0.6147698
533060387,2,14,39.3021847,-0.614403,338,14.77,273.1,135,49,70,80,-1475,-16,39.2992951,-0.6147698
533260393,2,14,39.3021862,-0.6144372,338,14.82,273.3,144,49,70,87,-1480,-18,39.2992951,-0.6147698
533460387,2,14,39.3021877,-0.6144714,338,14.85,273.3,135,49,70,87,-1483,-32,39.2992951,-0.6147698
533700249,2,14,39.3021892,-0.6145058,338,14.9,273.4,135,49,70,88,-1487,-67,39.2992951,-0.6147698
533861435,2,14,39.3021908,-0.6145402,338,14.9,273.7,143,49,70,97,-1486,-68,39.2992951,-0.6147698
534061240,2,15,39.302193,-0.6145744,338,14.83,274.7,135,49,70,122,-1478,-75,39.2992951,-0.6147698
534260900,2,16,39.3021953,-0.6146083,339,14.74,275.2,126,49,70,134,-1468,-85,39.2992951,-0.6147698
534461566,2,15,39.3021986,-0.6146423,339,14.81,277.1,138,49,70,184,-1469,-95,39.2992951,-0.6147698
534681992,2,15,39.3022025,-0.6146764,339,14.87,278.7,156,49,70,226,-1470,-92,39.2992951,-0.6147698
534861822,2,14,39.3022071,-0.6147101,339,14.78,280.1,156,49,71,260,-1455,-69,39.2992951,-0.6147698
535062979,2,14,39.3022121,-0.6147437,339,14.8,281.2,156,49,71,288,-1452,-45,39.2992951,-0.6147698
535263052,2,14,39.3022175,-0.6147772,339,14.79,281.9,156,49,71,307,-1446,-29,39.2992951,-0.6147698
535370407,2,14,39.3022175,-0.6147772,339,14.79,281.9,156,49,71,307,-1446,-29,39.2992951,-0.6147698
535463677,2,13,39.302223,-0.6148106,339,14.74,282.2,164,50,72,313,-1440,-27,39.2992951,-0.6147698
535683226,2,12,39.3022286,-0.6148439,339,14.71,282.6,164,50,72,321,-1435,-26,39.2992951,-0.6147698
535844059,2,14,39.3022342,-0.614877,340,14.6,282.7,164,50,72,323,-1424,-37,39.2992951,-0.6147698
536064495,2,13,39.3022395,-0.6149098,340,14.51,282.1,171,50,73,305,-1419,-49,39.2992951,-0.6147698
536245038,2,14,39.3022444,-0.6149428,340,14.58,281.1,171,50,73,283,-1430,-57,39.2992951,-0.6147698
536445628,2,15,39.3022488,-0.6149757,340,14.51,279.9,122,51,73,252,-1429,-55,39.2992951,-0.6147698
536686061,2,15,39.3022528,-0.6150089,340,14.58,279.1,122,51,73,232,-1439,-38,39.2992951,-0.6147698
536846522,2,14,39.3022564,-0.6150423,340,14.58,278.0,122,51,73,203,-1444,-6,39.2992951,-0.6147698
537046759,2,14,39.3022597,-0.6150758,340,14.64,277.3,122,51,73,186,-1452,16,39.2992951,-0.6147698
537247758,2,15,39.3022626,-0.6151095,340,14.65,276.3,118,51,73,161,-1456,25,39.2992951,-0.6147698
537447527,2,15,39.302265,-0.615143,340,14.6,275.4,118,51,73,137,-1453,42,39.2992951,-0.6147698
537688740,2,16,39.302267,-0.6151765,340,14.62,274.5,118,51,73,114,-1458,44,39.2992951,-0.6147698
537848926,2,15,39.3022684,-0.6152104,340,14.73,273.0,118,51,73,79,-1471,48,39.2992951,-0.6147698
538048205,2,15,39.3022692,-0.6152444,340,14.67,272.3,141,51,73,59,-1466,45,39.2992951,-0.6147698
538248938,2,15,39.3022697,-0.6152784,340,14.62,271.5,141,51,73,38,-1462,34,39.2992951,-0.6147698
538449002,2,14,39.3022697,-0.6153123,340,14.58,270.4,141,51,73,12,-1458,18,39.2992951,-0.6147698
538669787,2,14,39.3022692,-0.6153459,340,14.55,269.3,141,51,73,-16,-1455,-15,39.2992951,-0.6147698
538850180,2,16,39.3022684,-0.6153795,340,14.44,268.8,141,51,73,-30,-1444,-35,39.2992951,-0.6147698
539050212,2,16,39.3022673,-0.6154128,340,14.36,267.5,112,51,73,-60,-1435,-21,39.2992951,-0.6147698
539250913,2,16,39.3022658,-0.6154457,340,14.19,266.8,112,51,73,-77,-1417,-21,39.2992951,-0.6147698
539450746,2,16,39.3022639,-0.6154785,340,14.21,265.7,114,50,73,-104,-1417,-29,39.2992951,-0.6147698
539522757,2,16,39.3022639,-0.6154785,340,14.21,265.7,114,50,73,-104,-1417,-29,39.2992951,-0.6147698
539671803,2,16,39.302262,-0.6155107,340,13.97,266.1,146,50,73,-92,-1394,-34,39.2992951,-0.6147698
539852707,2,14,39.3022605,-0.6155425,340,13.81,266.8,156,50,73,-75,-1379,-32,39.2992951,-0.6147698
540052720,2,15,39.3022589,-0.6155743,340,13.73,266.9,156,50,73,-73,-1371,-32,39.2992951,-0.6147698
540233118,2,14,39.3022578,-0.6156057,340,13.6,267.8,156,50,73,-50,-1359,-24,39.2992951,-0.6147698
540453040,2,15,39.3022571,-0.615637,340,13.54,268.6,156,50,73,-31,-1354,-40,39.2992951,-0.6147698
540675608,2,16,39.3022567,-0.6156681,340,13.46,269.4,121,50,73,-13,-1346,-38,39.2992951,-0.6147698
540834731,2,14,39.3022566,-0.6156989,341,13.37,269.9,121,50,72,-1,-1337,-70,39.2992951,-0.6147698
541035133,2,15,39.3022567,-0.6157297,341,13.3,270.4,121,50,72,10,-1330,-91,39.2992951,-0.6147698
541235113,2,15,39.302257,-0.6157603,341,13.19,270.9,121,50,72,20,-1319,-98,39.2992951,-0.6147698
541436019,2,15,39.3022572,-0.6157908,341,13.15,270.7,121,50,72,17,-1315,-104,39.2992951,-0.6147698
541656107,2,15,39.3022575,-0.6158212,341,13.06,271.1,121,50,72,27,-1306,-107,39.2992951,-0.6147698
541836539,2,15,39.302258,-0.6158512,342,12.98,271.5,121,49,71,35,-1297,-105,39.2992951,-0.6147698
542036138,2,16,39.3022584,-0.6158815,342,13.01,271.4,121,49,71,32,-1301,-87,39.2992951,-0.6147698
542236675,2,14,39.3022593,-0.6159112,342,12.87,272.2,121,49,71,50,-1286,-89,39.2992951,-0.6147698
542436386,2,15,39.30226,-0.6159412,342,12.91,271.8,120,49,70,42,-1290,-74,39.2992951,-0.6147698
542677518,2,15,39.3022607,-0.6159711,342,12.86,272.1,143,49,70,48,-1285,-69,39.2992951,-0.6147698
542837825,2,14,39.3022618,-0.6160009,342,12.83,272.5,137,49,70,58,-1281,-76,39.2992951,-0.6147698
543038099,2,14,39.3022632,-0.6160304,342,12.73,273.3,136,49,70,73,-1271,-80,39.2992951,-0.6147698
543238459,2,15,39.3022645,-0.61606,342,12.75,273.2,114,49,71,72,-1273,-68,39.2992951,-0.6147698
543438324,2,15,39.3022663,-0.6160891,343,12.61,274.2,114,49,71,92,-1257,-98,39.2992951,-0.6147698
543659259,2,16,39.3022678,-0.6161183,343,12.6,273.9,114,50,71,86,-1257,-106,39.2992951,-0.6147698
543677440,2,16,39.3022678,-0.6161183,343,12.6,273.9,114,50,71,86,-1257,-106,39.2992951,-0.6147698
543839985,2,14,39.3022693,-0.6161471,343,12.46,273.9,141,50,71,85,-1243,-112,39.2992951,-0.6147698
544039497,2,16,39.302271,-0.6161757,343,12.39,274.2,114,50,71,91,-1236,-111,39.2992951,-0.6147698
544240326,2,16,39.3022725,-0.6162044,344,12.4,273.9,114,50,71,86,-1237,-125,39.2992951,-0.6147698
544441066,2,15,39.3022742,-0.6162326,344,12.23,274.3,114,50,71,92,-1220,-138,39.2992951,-0.6147698
544660706,2,16,39.3022758,-0.6162606,344,12.09,274.1,114,50,72,87,-1206,-143,39.2992951,-0.6147698
544821037,2,14,39.3022771,-0.6162888,344,12.19,273.4,116,50,72,74,-1217,-132,39.2992951,-0.6147698
545022099,2,14,39.3022777,-0.6163171,345,12.2,271.5,116,51,72,33,-1219,-111,39.2992951,-0.6147698
545222144,2,16,39.3022777,-0.6163456,345,12.27,269.9,112,51,72,-1,-1227,-44,39.2992951,-0.6147698
545422516,2,17,39.3022761,-0.6163743,345,12.44,265.9,112,51,73,-87,-1241,-2,39.2992951,-0.6147698
545642355,2,15,39.3022729,-0.6164038,344,12.73,262.2,114,51,73,-171,-1262,55,39.2992951,-0.6147698
545822664,2,14,39.3022677,-0.6164329,344,12.88,257.1,118,51,73,-286,-1256,113,39.2992951,-0.6147698
546023496,2,14,39.3022602,-0.6164621,344,13.18,251.7,123,52,74,-412,-1251,167,39.2992951,-0.6147698
546223853,2,15,39.3022507,-0.6164903,343,13.26,246.5,116,52,74,-528,-1216,181,39.2992951,-0.6147698
546423262,2,12,39.3022379,-0.6165161,343,13.28,238.5,145,52,74,-693,-1133,169,39.2992951,-0.6147698
546644115,2,13,39.3022228,-0.6165408,342,13.5,231.7,139,53,75,-836,-1060,185,39.2992951,-0.6147698
546825260,2,15,39.3022049,-0.616562,342,13.49,223.0,135,53,75,-986,-920,139,39.2992951,-0.6147698
547025912,2,15,39.3021849,-0.6165804,342,13.64,215.7,114,53,75,-1108,-796,113,39.2992951,-0.6147698
547225435,2,15,39.302163,-0.6165948,342,13.67,207.3,135,53,75,-1214,-628,28,39.2992951,-0.6147698
547426965,2,12,39.3021403,-0.6166056,342,13.45,200.6,163,53,75,-1259,-473,-29,39.2992951,-0.6147698
547646162,2,13,39.3021177,-0.6166124,342,12.92,193.3,126,53,75,-1257,-298,-112,39.2992951,-0.6147698
547827116,2,14,39.3020954,-0.6166161,343,12.56,187.6,119,53,75,-1245,-167,-181,39.2992951,-0.6147698
547832139,2,14,39.3020954,-0.6166161,343,12.56,187.6,119,53,75,-1245,-167,-181,39.2992951,-0.6147698
548006768,2,12,39.3020738,-0.6166175,343,12.06,183.0,130,53,76,-1204,-63,-232,39.2992951,-0.6147698
548227231,2,13,39.3020531,-0.6166171,344,11.58,179.1,124,53,76,-1157,17,-284,39.2992951,-0.6147698
548408056,2,14,39.3020333,-0.6166154,345,11.06,176.2,122,53,76,-1104,71,-290,39.2992951,-0.6147698
548647933,2,15,39.3020148,-0.6166124,345,10.43,173.1,116,53,76,-1035,125,-343,39.2992951,-0.6147698
548808191,2,15,39.3019969,-0.6166094,346,10.03,172.5,116,54,76,-995,129,-332,39.2992951,-0.6147698
549009075,2,14,39.3019795,-0.6166061,346,9.72,171.8,119,54,77,-962,137,-310,39.2992951,-0.6147698
549209504,2,14,39.3019628,-0.616603,347,9.36,171.9,119,54,77,-927,130,-309,39.2992951,-0.6147698
549409313,2,14,39.3019462,-0.6166004,348,9.3,173.3,125,54,77,-924,107,-257,39.2992951,-0.6147698
549649051,2,15,39.3019297,-0.616598,348,9.21,173.8,130,54,77,-916,99,-211,39.2992951,-0.6147698
549809465,2,15,39.3019135,-0.6165962,348,9.03,175.1,149,54,77,-899,76,-185,39.2992951,-0.6147698
550009466,2,13,39.3018968,-0.6165952,348,9.24,176.9,149,54,77,-923,50,-122,39.2992951,-0.6147698
550210531,2,13,39.3018798,-0.6165946,349,9.44,178.6,130,54,77,-943,22,-83,39.2992951,-0.6147698
550410587,2,14,39.3018626,-0.6165956,349,9.61,181.7,119,55,77,-961,-29,-15,39.2992951,-0.6147698
550631639,2,12,39.3018451,-0.6165974,349,9.76,184.4,128,55,77,-973,-76,13,39.2992951,-0.6147698
550811896,2,13,39.3018266,-0.6166009,348,10.41,188.5,120,55,78,-1030,-155,35,39.2992951,-0.6147698
551012246,2,12,39.3018079,-0.6166065,348,10.62,192.8,127,55,78,-1035,-235,63,39.2992951,-0.6147698
551213324,2,14,39.3017888,-0.6166141,348,11.09,196.5,122,56,78,-1063,-315,96,39.2992951,-0.6147698
551413132,2,14,39.3017694,-0.616624,348,11.57,201.3,122,56,78,-1078,-421,84,39.2992951,-0.6147698
551634385,2,15,39.3017501,-0.6166363,348,11.94,206.0,115,56,78,-1073,-523,88,39.2992951,-0.6147698
551813857,2,14,39.301731,-0.61665,348,12.2,209.1,124,56,78,-1065,-595,58,39.2992951,-0.6147698
551987955,2,14,39.301731,-0.61665,348,12.2,209.1,124,56,78,-1065,-595,58,39.2992951,-0.6147698
552014364,2,13,39.3017122,-0.6166651,348,12.32,212.2,131,56,78,-1042,-657,27,39.2992951,-0.6147698
552214462,2,15,39.3016938,-0.6166808,348,12.34,213.9,115,56,78,-1024,-690,-6,39.2992951,-0.6147698
552415300,2,14,39.3016754,-0.6166973,348,12.46,215.1,125,56,79,-1019,-716,-20,39.2992951,-0.6147698
552635717,2,15,39.3016569,-0.6167134,348,12.33,214.1,119,56,79,-1021,-692,-32,39.2992951,-0.6147698
552796205,2,13,39.3016386,-0.6167289,348,12.15,213.4,123,56,79,-1014,-669,-60,39.2992951,-0.6147698
552996237,2,15,39.3016197,-0.6167428,348,12.04,210.2,114,56,79,-1040,-606,-72,39.2992951,-0.6147698
553196251,2,16,39.3016006,-0.6167555,348,11.95,207.1,118,56,79,-1063,-545,-37,39.2992951,-0.6147698
553396959,2,15,39.3015815,-0.6167658,348,11.58,203.0,115,57,79,-1065,-453,-7,39.2992951,-0.6147698
553636834,2,15,39.3015613,-0.6167744,348,11.8,198.2,118,57,79,-1120,-370,17,39.2992951,-0.6147698
553798177,2,16,39.3015409,-0.6167808,348,11.64,193.3,115,57,79,-1133,-268,81,39.2992951,-0.6147698
553998507,2,16,39.3015197,-0.6167845,347,11.83,187.3,119,57,79,-1173,-152,134,39.2992951,-0.6147698
554198468,2,14,39.3014986,-0.6167847,347,11.73,180.1,123,57,79,-1173,-2,172,39.2992951,-0.6147698
554399340,2,15,39.3014778,-0.6167809,347,11.7,171.7,133,57,79,-1158,167,195,39.2992951,-0.6147698
554619069,2,14,39.3014578,-0.6167734,346,11.57,163.8,120,58,79,-1111,322,208,39.2992951,-0.6147698
554799326,2,15,39.3014388,-0.6167612,346,11.68,153.4,120,58,79,-1044,522,197,39.2992951,-0.6147698
554999852,2,15,39.301422,-0.6167452,345,11.64,143.3,120,58,79,-933,695,184,39.2992951,-0.6147698
555200790,2,14,39.3014075,-0.6167253,345,11.8,133.2,126,58,80,-809,859,145,39.2992951,-0.6147698
555401383,2,16,39.3013961,-0.616703,345,11.57,123.1,114,59,80,-632,969,108,39.2992951,-0.6147698
555622034,2,16,39.3013878,-0.6166786,345,11.56,113.6,114,59,80,-463,1059,46,39.2992951,-0.6147698
555803509,2,15,39.3013824,-0.6166533,345,11.35,105.1,118,59,80,-297,1095,-3,39.2992951,-0.6147698
556003197,2,14,39.3013801,-0.6166281,345,10.96,96.5,117,59,80,-124,1089,-66,39.2992951,-0.6147698
556143017,2,14,39.3013801,-0.6166281,345,10.96,96.5,117,59,80,-124,1089,-66,39.2992951,-0.6147698
556203829,2,14,39.3013797,-0.6166033,345,10.66,90.9,117,59,81,-18,1066,-134,39.2992951,-0.6147698
556384337,2,13,39.3013812,-0.6165795,346,10.27,85.1,119,59,81,86,1024,-219,39.2992951,-0.6147698
556624133,2,14,39.3013838,-0.6165571,347,9.75,81.0,117,59,81,151,963,-296,39.2992951,-0.6147698
556805175,2,15,39.3013873,-0.6165359,347,9.32,78.2,117,59,81,190,913,-360,39.2992951,-0.6147698
556985770,2,15,39.3013909,-0.6165161,348,8.81,76.8,114,59,81,200,858,-383,39.2992951,-0.6147698
557185933,2,16,39.3013945,-0.6164971,349,8.48,76.6,111,59,82,195,825,-365,39.2992951,-0.6147698
557385824,2,16,39.3013977,-0.6164791,349,7.99,77.6,111,59,82,171,780,-347,39.2992951,-0.6147698
557606471,2,15,39.3014003,-0.6164616,350,7.75,79.8,113,59,82,137,763,-335,39.2992951,-0.6147698
557786765,2,15,39.3014025,-0.6164445,351,7.52,81.1,113,59,82,115,743,-299,39.2992951,-0.6147698
557986915,2,16,39.3014038,-0.6164275,351,7.43,82.9,109,59,82,68,739,-257,39.2992951,-0.6147698
558187141,2,15,39.3014045,-0.6164105,351,7.39,85.4,110,59,82,33,738,-190,39.2992951,-0.6147698
558387402,2,15,39.3014038,-0.6163933,351,7.48,88.7,113,60,82,-42,747,-112,39.2992951,-0.6147698
558627794,2,13,39.3014026,-0.6163761,351,7.55,92.4,128,60,82,-69,751,-36,39.2992951,-0.6147698
558788364,2,14,39.3013999,-0.6163588,351,7.66,97.0,123,60,82,-158,750,26,39.2992951,-0.6147698
558988350,2,12,39.3013961,-0.6163411,351,7.98,105.6,144,60,82,-215,768,57,39.2992951,-0.6147698
559188525,2,14,39.3013918,-0.6163232,351,8.09,107.0,141,60,82,-236,774,125,39.2992951,-0.6147698
559389059,2,14,39.3013856,-0.6163054,351,8.42,113.5,141,61,82,-337,771,136,39.2992951,-0.6147698
559609217,2,14,39.3013774,-0.6162879,350,8.83,120.7,119,61,82,-451,758,131,39.2992951,-0.6147698
559790172,2,15,39.3013677,-0.6162709,350,9.07,126.6,120,61,82,-541,727,100,39.2992951,-0.6147698
559990562,2,17,39.3013567,-0.6162549,350,9.28,131.6,121,61,82,-617,694,55,39.2992951,-0.6147698
560190881,2,16,39.3013451,-0.6162394,350,9.33,134.1,147,61,82,-649,670,28,39.2992951,-0.6147698
560298468,2,16,39.3013451,-0.6162394,350,9.33,134.1,147,61,82,-649,670,28,39.2992951,-0.6147698
560390679,2,15,39.3013333,-0.6162248,350,9.18,136.4,121,61,82,-665,632,-41,39.2992951,-0.6147698
560611604,2,16,39.3013216,-0.6162103,350,9.02,136.2,116,61,82,-651,624,-56,39.2992951,-0.6147698
560791362,2,17,39.3013102,-0.6161965,350,8.71,137.0,107,61,82,-637,594,-88,39.2992951,-0.6147698
560992185,2,17,39.3012991,-0.6161826,351,8.62,135.8,114,61,82,-619,600,-96,39.2992951,-0.6147698
561192754,2,16,39.301289,-0.6161682,351,8.43,132.8,117,61,82,-573,618,-94,39.2992951,-0.6147698
561392533,2,16,39.3012788,-0.6161539,351,8.43,132.1,114,61,82,-565,626,-52,39.2992951,-0.6147698
561613841,2,16,39.3012703,-0.616139,351,8.02,126.8,112,61,82,-480,642,-28,39.2992951,-0.6147698
561773333,2,14,39.3012624,-0.616123,351,8.21,122.4,122,61,82,-441,693,16,39.2992951,-0.6147698
561993895,2,15,39.3012553,-0.6161066,351,8.15,119.4,114,61,82,-400,710,46,39.2992951,-0.6147698
562193723,2,15,39.3012491,-0.6160894,350,8.27,115.3,114,61,82,-353,748,75,39.2992951,-0.6147698
562373866,2,16,39.3012442,-0.6160713,350,8.29,109.4,114,61,82,-276,782,93,39.2992951,-0.6147698
562615126,2,16,39.3012403,-0.6160524,350,8.49,105.0,114,61,82,-220,820,114,39.2992951,-0.6147698
562775108,2,14,39.3012377,-0.6160323,349,8.78,99.6,118,62,83,-147,865,126,39.2992951,-0.6147698
562976331,2,14,39.3012366,-0.6160119,349,8.84,94.2,118,61,83,-66,882,138,39.2992951,-0.6147698
563174877,2,14,39.3012364,-0.615991,349,9.06,89.9,118,61,83,0,906,82,39.2992951,-0.6147698
563375255,2,14,39.3012373,-0.6159696,349,9.26,86.7,118,61,83,53,925,56,39.2992951,-0.6147698
563616232,2,14,39.3012394,-0.6159485,349,9.18,82.5,118,61,83,118,910,31,39.2992951,-0.6147698
563776317,2,16,39.3012424,-0.6159276,349,9.17,79.8,117,61,82,160,903,-34,39.2992951,-0.6147698
563975677,2,16,39.3012458,-0.6159072,349,9.0,78.1,114,61,82,184,881,-88,39.2992951,-0.6147698
564176119,2,15,39.3012493,-0.6158875,349,8.72,77.2,114,61,83,191,850,-127,39.2992951,-0.6147698
564376958,2,16,39.3012525,-0.6158686,350,8.4,78.1,109,61,83,173,822,-161,39.2992951,-0.6147698
564452840,2,16,39.3012525,-0.6158686,350,8.4,78.1,109,61,83,173,822,-161,39.2992951,-0.6147698
564597721,2,15,39.3012554,-0.6158503,350,8.09,78.9,114,61,83,154,794,-182,39.2992951,-0.6147698
564777632,2,14,39.3012579,-0.6158323,350,7.89,79.9,116,61,83,137,777,-211,39.2992951,-0.6147698
564977649,2,16,39.3012596,-0.615815,351,7.56,81.7,114,61,83,86,751,-226,39.2992951,-0.6147698
565158581,2,16,39.3012609,-0.6157979,351,7.43,83.3,114,61,83,65,740,-195,39.2992951,-0.6147698
565379839,2,16,39.3012616,-0.6157809,351,7.38,85.4,114,61,83,30,738,-170,39.2992951,-0.6147698
565599649,2,16,39.3012615,-0.6157639,351,7.36,89.1,114,61,82,-14,736,-138,39.2992951,-0.6147698
565779410,2,16,39.3012605,-0.6157469,352,7.42,91.8,114,61,83,-64,739,-108,39.2992951,-0.6147698
565979286,2,15,39.3012587,-0.6157296,352,7.54,94.8,114,61,83,-101,747,-78,39.2992951,-0.6147698
566159770,2,16,39.3012562,-0.6157126,352,7.49,98.0,109,61,82,-146,735,-44,39.2992951,-0.6147698
566360287,2,15,39.3012524,-0.6156951,352,7.82,101.8,114,61,82,-210,753,-48,39.2992951,-0.6147698
566601196,2,15,39.3012475,-0.6156777,352,8.01,109.9,114,61,83,-273,753,-59,39.2992951,-0.6147698
566760926,2,15,39.3012419,-0.6156606,352,8.04,113.0,123,61,83,-314,740,-45,39.2992951,-0.6147698
566961840,2,15,39.3012357,-0.6156431,352,8.24,114.8,120,61,83,-346,748,-43,39.2992951,-0.6147698
567162595,2,15,39.3012289,-0.6156257,352,8.4,116.9,120,61,83,-380,749,-56,39.2992951,-0.6147698
567362414,2,17,39.3012213,-0.6156083,352,8.63,118.8,106,62,83,-417,755,-75,39.2992951,-0.6147698
567583547,2,17,39.3012132,-0.615591,352,8.76,120.5,106,62,83,-445,755,-104,39.2992951,-0.6147698
567763730,2,16,39.301205,-0.6155737,353,8.78,121.2,109,62,83,-456,750,-123,39.2992951,-0.6147698
567963928,2,15,39.3011967,-0.6155561,353,8.91,121.2,114,62,83,-461,762,-145,39.2992951,-0.6147698
568163942,2,15,39.3011886,-0.6155386,353,8.84,120.7,114,62,84,-452,760,-152,39.2992951,-0.6147698
568363978,2,16,39.3011808,-0.6155205,353,8.97,119.0,109,62,84,-435,784,-162,39.2992951,-0.6147698
568584659,2,16,39.301173,-0.6155024,354,8.95,119.3,109,62,84,-438,781,-136,39.2992951,-0.6147698
568608937,2,16,39.301173,-0.6155024,354,8.95,119.3,109,62,84,-438,781,-136,39.2992951,-0.6147698
568765018,2,17,39.3011656,-0.6154839,354,9.01,117.2,106,62,84,-413,801,-131,39.2992951,-0.6147698
568965051,2,16,39.3011588,-0.6154649,354,9.01,114.5,115,62,84,-375,820,-120,39.2992951,-0.6147698
569165628,2,16,39.3011528,-0.6154453,354,9.08,111.3,112,62,84,-330,846,-120,39.2992951,-0.6147698
569365382,2,15,39.3011475,-0.6154254,355,9.1,108.7,112,62,84,-292,861,-103,39.2992951,-0.6147698
569586594,2,17,39.3011429,-0.615405,355,9.18,106.7,109,62,84,-264,880,-66,39.2992951,-0.6147698
569766500,2,17,39.301139,-0.6153842,355,9.26,103.7,114,62,84,-219,900,-63,39.2992951,-0.6147698
569966524,2,17,39.3011357,-0.615363,355,9.31,101.3,114,62,84,-182,913,-38,39.2992951,-0.6147698
570167420,2,16,39.3011333,-0.6153414,355,9.39,98.2,109,62,84,-135,929,-27,39.2992951,-0.6147698
570368113,2,16,39.3011318,-0.6153197,355,9.4,95.1,109,62,84,-84,937,-27,39.2992951,-0.6147698
570588615,2,17,39.301131,-0.615298,355,9.4,92.8,109,62,84,-47,939,-37,39.2992951,-0.6147698
570768526,2,16,39.3011308,-0.615276,355,9.48,90.3,114,62,84,-6,948,-37,39.2992951,-0.6147698
570950056,2,16,39.3011314,-0.6152543,355,9.4,87.8,114,62,84,34,940,-45,39.2992951,-0.6147698
571149866,2,15,39.3011329,-0.6152327,355,9.37,84.9,114,62,84,81,934,-93,39.2992951,-0.6147698
571350567,2,15,39.3011352,-0.6152117,356,9.16,81.7,114,62,84,131,907,-138,39.2992951,-0.6147698
571591243,2,15,39.3011384,-0.6151913,356,8.99,78.6,114,62,84,176,882,-189,39.2992951,-0.6147698
571750926,2,15,39.3011421,-0.6151713,356,8.86,76.4,114,62,84,207,862,-213,39.2992951,-0.6147698
571951639,2,16,39.3011463,-0.6151519,357,8.71,74.9,109,62,84,226,841,-215,39.2992951,-0.6147698
572151763,2,16,39.3011508,-0.6151329,357,8.56,73.5,109,62,84,242,821,-223,39.2992951,-0.6147698
572352104,2,17,39.3011552,-0.6151141,358,8.43,73.8,107,62,84,235,810,-208,39.2992951,-0.6147698
572592355,2,16,39.3011593,-0.6150957,358,8.26,74.5,109,62,84,220,796,-201,39.2992951,-0.6147698
572752857,2,16,39.3011632,-0.6150773,358,8.22,74.8,111,62,84,215,793,-195,39.2992951,-0.6147698
572762962,2,16,39.3011632,-0.6150773,358,8.22,74.8,111,62,84,215,793,-195,39.2992951,-0.6147698
